521	894	Double	ScrollConstraint	threshold
521	1029	Double	ScrollConstraint	dragMultiplier
522	-1	Type	ScrollBarConstraint	-
522	725	Uint	ScrollBarConstraint	scrollConstraintId
522	734	Bool	ScrollBarConstraint	autoSize
523	-1	Type	ScrollPhysics	-
523	731	Uint	ScrollPhysics	constraintId
524	-1	Type	ClampedScrollPhysics	-
525	-1	Type	ElasticScrollPhysics	-
525	728	Double	ElasticScrollPhysics	friction
525	729	Double	ElasticScrollPhysics	speedMultiplier
525	730	Double	ElasticScrollPhysics	elasticFactor
527	-1	Type	BlendState1D	-
528	-1	Type	BlendState1DViewModel	-
529	-1	Type	ScriptAsset	-
529	893	Uint	ScriptAsset	generatorFunctionRef
529	914	Bool	ScriptAsset	isModule
529	1022	Uint	ScriptAsset	serializedImplementedMethods
530	-1	Type	DataConverterStringPad	-
